mappingId,mappingVersion,jsonPath,xmlXPath,rdfSubjectType,rdfProperty,rdfConstruct,rdfMappingStatus,rdfMappingReason,datatype,cardinality,obligation,controlledVocabulary,unitRule,source,semanticMeaning,notes
dpp.identity.sourceRecordId,2.0.0,identity.sourceRecordId,/dpp:dpp/dpp:identity/dpp:sourceRecordId,s4c:TextileEntity,s4c:sourceRecordIdentifier,,direct,,xsd:string,0..1,optional,,,spec/schemas/dpp-2.0.0.schema.json,Schema-defined source record id field at identity.sourceRecordId.,Direct ontology-backed semantic mapping; the canonical rdf:JSON snapshot remains only for lossless reversal.
dpp.carriers[],2.0.0,carriers[],/dpp:dpp/dpp:carriers/dpp:carrier,s4c:DigitalProductPassport,s4c:hasCarrierBinding,,direct,,object,0..n,optional,,,spec/schemas/dpp-2.0.0.schema.json,Carrier binding history,
dpp.carriers[].carrierId,2.0.0,carriers[].carrierId,/dpp:dpp/dpp:carriers/dpp:carrier/dpp:carrierId,s4c:CarrierBinding,,rdf:subject,subjectIdentifier,,xsd:anyURI,1,conditional,,,spec/schemas/dpp-2.0.0.schema.json,Schema-defined carrier id field at carriers[].carrierId.,The JSON identifier becomes the RDF resource IRI; the complete value also remains in the reversible rdf:JSON snapshot.
dpp.carriers[].carrierType,2.0.0,carriers[].carrierType,/dpp:dpp/dpp:carriers/dpp:carrier/dpp:carrierType,s4c:CarrierBinding,s4c:carrierType,,direct,,xsd:string,1,conditional,carrier-type,,spec/schemas/dpp-2.0.0.schema.json,Schema-defined carrier type field at carriers[].carrierType.,Direct ontology-backed semantic mapping; the canonical rdf:JSON snapshot remains only for lossless reversal.
dpp.carriers[].encodingScheme,2.0.0,carriers[].encodingScheme,/dpp:dpp/dpp:carriers/dpp:carrier/dpp:encodingScheme,s4c:CarrierBinding,s4c:encodingScheme,,direct,,xsd:string,1,conditional,encoding-scheme,,spec/schemas/dpp-2.0.0.schema.json,Schema-defined encoding scheme field at carriers[].encodingScheme.,Direct ontology-backed semantic mapping; the canonical rdf:JSON snapshot remains only for lossless reversal.
dpp.carriers[].encodedIdentifier,2.0.0,carriers[].encodedIdentifier,/dpp:dpp/dpp:carriers/dpp:carrier/dpp:encodedIdentifier,s4c:CarrierBinding,s4c:encodedIdentifier,,direct,,xsd:string,1,conditional,,,spec/schemas/dpp-2.0.0.schema.json,Identifier encoded by the carrier,
dpp.carriers[].resolverUri,2.0.0,carriers[].resolverUri,/dpp:dpp/dpp:carriers/dpp:carrier/dpp:resolverUri,s4c:CarrierBinding,s4c:resolverUri,,direct,,xsd:string,0..1,optional,,,spec/schemas/dpp-2.0.0.schema.json,Schema-defined resolver uri field at carriers[].resolverUri.,Direct ontology-backed semantic mapping; the canonical rdf:JSON snapshot remains only for lossless reversal.
dpp.carriers[].bindingStatus,2.0.0,carriers[].bindingStatus,/dpp:dpp/dpp:carriers/dpp:carrier/dpp:bindingStatus,s4c:CarrierBinding,s4c:bindingStatus,,direct,,xsd:string,1,conditional,binding-status,,spec/schemas/dpp-2.0.0.schema.json,Binding lifecycle state,
dpp.carriers[].boundAt,2.0.0,carriers[].boundAt,/dpp:dpp/dpp:carriers/dpp:carrier/dpp:boundAt,s4c:CarrierBinding,s4c:boundAt,,direct,,xsd:dateTime,1,conditional,,,spec/schemas/dpp-2.0.0.schema.json,Schema-defined bound at field at carriers[].boundAt.,Direct ontology-backed semantic mapping; the canonical rdf:JSON snapshot remains only for lossless reversal.
dpp.carriers[].boundBy,2.0.0,carriers[].boundBy,/dpp:dpp/dpp:carriers/dpp:carrier/dpp:boundBy,s4c:CarrierBinding,s4c:boundBy,,direct,,xsd:anyURI,1,conditional,,,spec/schemas/dpp-2.0.0.schema.json,Schema-defined bound by field at carriers[].boundBy.,Direct ontology-backed semantic mapping; the canonical rdf:JSON snapshot remains only for lossless reversal.
dpp.carriers[].closedAt,2.0.0,carriers[].closedAt,/dpp:dpp/dpp:carriers/dpp:carrier/dpp:closedAt,s4c:CarrierBinding,s4c:closedAt,,direct,,xsd:dateTime,0..1,conditional,,,spec/schemas/dpp-2.0.0.schema.json,Schema-defined closed at field at carriers[].closedAt.,Direct ontology-backed semantic mapping; the canonical rdf:JSON snapshot remains only for lossless reversal.
dpp.carriers[].placement,2.0.0,carriers[].placement,/dpp:dpp/dpp:carriers/dpp:carrier/dpp:placement,s4c:CarrierBinding,s4c:placement,,direct,,xsd:string,0..1,optional,,,spec/schemas/dpp-2.0.0.schema.json,Schema-defined placement field at carriers[].placement.,Direct ontology-backed semantic mapping; the canonical rdf:JSON snapshot remains only for lossless reversal.
dpp.product,2.0.0,product,/dpp:dpp/dpp:product,s4c:TextileEntity,,rdf:value/rdf:JSON,notApplicable,structural-container: child fields carry the product semantics,object,1,mandatory,,,spec/schemas/dpp-2.0.0.schema.json,Product description,Preserved only in the canonical rdf:JSON transport snapshot; not counted as semantic RDF coverage.
dpp.product.articleClass,2.0.0,product.articleClass,/dpp:dpp/dpp:product/dpp:articleClass,s4c:TextileEntity,s4c:articleClass,,direct,,xsd:string,1,mandatory,article-class,,spec/schemas/dpp-2.0.0.schema.json,Article class token,
dpp.product.fabricConstruction,2.0.0,product.fabricConstruction,/dpp:dpp/dpp:product/dpp:fabricConstruction,s4c:TextileEntity,s4c:fabricConstruction,,direct,,xsd:string,0..1,optional,fabric-construction,,spec/schemas/dpp-2.0.0.schema.json,Fabric construction token,Direct ontology-backed semantic mapping; the canonical rdf:JSON snapshot remains only for lossless reversal.
dpp.product.colourPrimary,2.0.0,product.colourPrimary,/dpp:dpp/dpp:product/dpp:colourPrimary,s4c:TextileEntity,s4c:colourPrimary,,direct,,xsd:string,0..1,optional,colour-family,,spec/schemas/dpp-2.0.0.schema.json,Primary colour family token,Direct ontology-backed semantic mapping; the canonical rdf:JSON snapshot remains only for lossless reversal.
dpp.product.sizeDesignation,2.0.0,product.sizeDesignation,/dpp:dpp/dpp:product/dpp:sizeDesignation,s4c:TextileEntity,s4c:sizeDesignation,,direct,,xsd:string,0..1,optional,,,spec/schemas/dpp-2.0.0.schema.json,Schema-defined size designation field at product.sizeDesignation.,Direct ontology-backed semantic mapping; the canonical rdf:JSON snapshot remains only for lossless reversal.
dpp.product.mass,2.0.0,product.mass,/dpp:dpp/dpp:product/dpp:mass,s4c:TextileEntity,,rdf:value/rdf:JSON,notApplicable,structural-container: value and unit child fields carry the mass semantics,object,0..1,optional,,,spec/schemas/dpp-2.0.0.schema.json,Schema-defined mass field at product.mass.,Preserved only in the canonical rdf:JSON transport snapshot; not counted as semantic RDF coverage.
dpp.product.mass.value,2.0.0,product.mass.value,/dpp:dpp/dpp:product/dpp:mass/dpp:value,s4c:TextileEntity,s4c:massValue,,direct,,xsd:decimal,1,conditional,,Sibling product.mass.unit is required by the quantity definition.,spec/schemas/dpp-2.0.0.schema.json,Mass quantity value,
dpp.product.mass.unit,2.0.0,product.mass.unit,/dpp:dpp/dpp:product/dpp:mass/dpp:unit,s4c:TextileEntity,s4c:massUnit,,direct,,xsd:string,1,conditional,,Required whenever product.mass is present; unit token is not inferred.,spec/schemas/dpp-2.0.0.schema.json,Mass unit,
dpp.product.condition,2.0.0,product.condition,/dpp:dpp/dpp:product/dpp:condition,s4c:TextileEntity,s4c:condition,,direct,,xsd:string,0..1,optional,condition,,spec/schemas/dpp-2.0.0.schema.json,Condition token,Direct ontology-backed semantic mapping; the canonical rdf:JSON snapshot remains only for lossless reversal.
dpp.product.qualityGrade,2.0.0,product.qualityGrade,/dpp:dpp/dpp:product/dpp:qualityGrade,s4c:TextileEntity,s4c:qualityGrade,,direct,,xsd:string,0..1,optional,,,spec/schemas/dpp-2.0.0.schema.json,Schema-defined quality grade field at product.qualityGrade.,Direct ontology-backed semantic mapping; the canonical rdf:JSON snapshot remains only for lossless reversal.
dpp.product.technicalFlags[],2.0.0,product.technicalFlags[],/dpp:dpp/dpp:product/dpp:technicalFlags/dpp:technicalFlag,s4c:TextileEntity,s4c:technicalFlag,,direct,,xsd:string,0..n,optional,technical-flag,,spec/schemas/dpp-2.0.0.schema.json,Technical flag tokens,Direct ontology-backed semantic mapping; the canonical rdf:JSON snapshot remains only for lossless reversal.
dpp.materialObservations[],2.0.0,materialObservations[],/dpp:dpp/dpp:materialObservations/dpp:materialObservation,s4c:TextileEntity,s4c:hasObservation,,direct,,object,1..n,mandatory,,,spec/schemas/dpp-2.0.0.schema.json,Independent observation set entries,
dpp.materialObservations[].observationId,2.0.0,materialObservations[].observationId,/dpp:dpp/dpp:materialObservations/dpp:materialObservation/dpp:observationId,s4c:MaterialObservation,,rdf:subject,subjectIdentifier,,xsd:anyURI,1,mandatory,,,spec/schemas/dpp-2.0.0.schema.json,Observation identifier,The JSON identifier becomes the RDF resource IRI; the complete value also remains in the reversible rdf:JSON snapshot.
dpp.materialObservations[].fibreType,2.0.0,materialObservations[].fibreType,/dpp:dpp/dpp:materialObservations/dpp:materialObservation/dpp:fibreType,s4c:MaterialObservation,s4c:fibreType,,direct,,xsd:string,1,mandatory,fibre-type,,spec/schemas/dpp-2.0.0.schema.json,Fibre type token,
dpp.materialObservations[].percentage,2.0.0,materialObservations[].percentage,/dpp:dpp/dpp:materialObservations/dpp:materialObservation/dpp:percentage,s4c:MaterialObservation,s4c:percentage,,direct,,xsd:decimal,0..1,optional,,percentageBasis is required whenever percentage is present.,spec/schemas/dpp-2.0.0.schema.json,Observed proportion,
dpp.materialObservations[].percentageBasis,2.0.0,materialObservations[].percentageBasis,/dpp:dpp/dpp:materialObservations/dpp:materialObservation/dpp:percentageBasis,s4c:MaterialObservation,s4c:percentageBasis,,direct,,xsd:string,0..1,conditional,percentage-basis,Required whenever percentage is present.,spec/schemas/dpp-2.0.0.schema.json,Proportion basis,
dpp.materialObservations[].valueStatus,2.0.0,materialObservations[].valueStatus,/dpp:dpp/dpp:materialObservations/dpp:materialObservation/dpp:valueStatus,s4c:MaterialObservation,s4c:valueStatus,,direct,,xsd:string,1,mandatory,value-status,,spec/schemas/dpp-2.0.0.schema.json,"Supplied, unknown, not measured or withheld state",
dpp.materialObservations[].method,2.0.0,materialObservations[].method,/dpp:dpp/dpp:materialObservations/dpp:materialObservation/dpp:method,s4c:MaterialObservation,s4c:usedMethod,,direct,,xsd:string,1,mandatory,method,,spec/schemas/dpp-2.0.0.schema.json,Method producing the observation,
dpp.materialObservations[].sourceOrganisationId,2.0.0,materialObservations[].sourceOrganisationId,/dpp:dpp/dpp:materialObservations/dpp:materialObservation/dpp:sourceOrganisationId,s4c:MaterialObservation,s4c:observedBy,,direct,,xsd:anyURI,1,mandatory,,,spec/schemas/dpp-2.0.0.schema.json,Observation source organisation,
dpp.materialObservations[].sourceSystemId,2.0.0,materialObservations[].sourceSystemId,/dpp:dpp/dpp:materialObservations/dpp:materialObservation/dpp:sourceSystemId,s4c:MaterialObservation,s4c:producedBySystem,,direct,,xsd:anyURI,0..1,optional,,,spec/schemas/dpp-2.0.0.schema.json,System producing the observation,
dpp.materialObservations[].observedAt,2.0.0,materialObservations[].observedAt,/dpp:dpp/dpp:materialObservations/dpp:materialObservation/dpp:observedAt,s4c:MaterialObservation,s4c:observedAt,,direct,,xsd:dateTime,1,mandatory,,,spec/schemas/dpp-2.0.0.schema.json,Observation timestamp with offset,
dpp.materialObservations[].confidence,2.0.0,materialObservations[].confidence,/dpp:dpp/dpp:materialObservations/dpp:materialObservation/dpp:confidence,s4c:MaterialObservation,,rdf:value/rdf:JSON,notApplicable,structural-container: value and scale child fields carry the confidence semantics,object,0..1,optional,,,spec/schemas/dpp-2.0.0.schema.json,Confidence value and scale,Preserved only in the canonical rdf:JSON transport snapshot; not counted as semantic RDF coverage.
dpp.materialObservations[].confidence.value,2.0.0,materialObservations[].confidence.value,/dpp:dpp/dpp:materialObservations/dpp:materialObservation/dpp:confidence/dpp:value,s4c:MaterialObservation,s4c:confidenceValue,,direct,,xsd:decimal,1,conditional,,Sibling confidence.scale is required.,spec/schemas/dpp-2.0.0.schema.json,Confidence value,
dpp.materialObservations[].confidence.scale,2.0.0,materialObservations[].confidence.scale,/dpp:dpp/dpp:materialObservations/dpp:materialObservation/dpp:confidence/dpp:scale,s4c:MaterialObservation,s4c:confidenceScale,,direct,,xsd:string,1,conditional,confidence-scale,Required with confidence.value.,spec/schemas/dpp-2.0.0.schema.json,Confidence scale,
dpp.materialObservations[].evidenceRef,2.0.0,materialObservations[].evidenceRef,/dpp:dpp/dpp:materialObservations/dpp:materialObservation/dpp:evidenceRef,s4c:MaterialObservation,s4c:hasEvidenceReference,,direct,,xsd:anyURI,0..1,optional,,,spec/schemas/dpp-2.0.0.schema.json,Schema-defined evidence ref field at materialObservations[].evidenceRef.,Direct ontology-backed semantic mapping; the canonical rdf:JSON snapshot remains only for lossless reversal.
dpp.components[],2.0.0,components[],/dpp:dpp/dpp:components/dpp:component,s4c:TextileEntity,s4c:hasComponent,,direct,,object,0..n,optional,,,spec/schemas/dpp-2.0.0.schema.json,Schema-defined components item field at components[].,
dpp.components[].componentId,2.0.0,components[].componentId,/dpp:dpp/dpp:components/dpp:component/dpp:componentId,s4c:Component,,rdf:subject,subjectIdentifier,,xsd:anyURI,1,conditional,,,spec/schemas/dpp-2.0.0.schema.json,Schema-defined component id field at components[].componentId.,The JSON identifier becomes the RDF resource IRI; the complete value also remains in the reversible rdf:JSON snapshot.
dpp.components[].componentType,2.0.0,components[].componentType,/dpp:dpp/dpp:components/dpp:component/dpp:componentType,s4c:Component,s4c:componentType,,direct,,xsd:string,1,conditional,component-type,,spec/schemas/dpp-2.0.0.schema.json,Schema-defined component type field at components[].componentType.,Direct ontology-backed semantic mapping; the canonical rdf:JSON snapshot remains only for lossless reversal.
dpp.components[].parentComponentId,2.0.0,components[].parentComponentId,/dpp:dpp/dpp:components/dpp:component/dpp:parentComponentId,s4c:Component,s4c:partOf,,direct,,xsd:anyURI,0..1,optional,,,spec/schemas/dpp-2.0.0.schema.json,Schema-defined parent component id field at components[].parentComponentId.,
dpp.components[].materialObservationRefs[],2.0.0,components[].materialObservationRefs[],/dpp:dpp/dpp:components/dpp:component/dpp:materialObservationRefs/dpp:materialObservationRef,s4c:Component,s4c:hasObservation,,direct,,xsd:anyURI,0..n,optional,,,spec/schemas/dpp-2.0.0.schema.json,Schema-defined material observation refs item field at components[].materialObservationRefs[].,Direct ontology-backed semantic mapping; the canonical rdf:JSON snapshot remains only for lossless reversal.
dpp.components[].mass,2.0.0,components[].mass,/dpp:dpp/dpp:components/dpp:component/dpp:mass,s4c:Component,,rdf:value/rdf:JSON,notApplicable,structural-container: value and unit child fields carry the component mass semantics,object,0..1,optional,,,spec/schemas/dpp-2.0.0.schema.json,Schema-defined mass field at components[].mass.,Preserved only in the canonical rdf:JSON transport snapshot; not counted as semantic RDF coverage.
dpp.components[].mass.value,2.0.0,components[].mass.value,/dpp:dpp/dpp:components/dpp:component/dpp:mass/dpp:value,s4c:Component,s4c:massValue,,direct,,xsd:decimal,1,conditional,,Sibling components[].mass.unit is required by the quantity definition.,spec/schemas/dpp-2.0.0.schema.json,Schema-defined value field at components[].mass.value.,
dpp.components[].mass.unit,2.0.0,components[].mass.unit,/dpp:dpp/dpp:components/dpp:component/dpp:mass/dpp:unit,s4c:Component,s4c:massUnit,,direct,,xsd:string,1,conditional,,Required whenever component mass is present; unit token is not inferred.,spec/schemas/dpp-2.0.0.schema.json,Schema-defined unit field at components[].mass.unit.,
dpp.components[].separable,2.0.0,components[].separable,/dpp:dpp/dpp:components/dpp:component/dpp:separable,s4c:Component,s4c:separable,,direct,,xsd:boolean,0..1,optional,,,spec/schemas/dpp-2.0.0.schema.json,Schema-defined separable field at components[].separable.,Direct ontology-backed semantic mapping; the canonical rdf:JSON snapshot remains only for lossless reversal.
dpp.lifecycleEvents[],2.0.0,lifecycleEvents[],/dpp:dpp/dpp:lifecycleEvents/dpp:lifecycleEvent,s4c:DigitalProductPassport,s4c:hasLifecycleEvent,,direct,,object,0..n,optional,,,spec/schemas/dpp-2.0.0.schema.json,Append-only lifecycle events,
dpp.lifecycleEvents[].eventId,2.0.0,lifecycleEvents[].eventId,/dpp:dpp/dpp:lifecycleEvents/dpp:lifecycleEvent/dpp:eventId,s4c:LifecycleEvent,,rdf:subject,subjectIdentifier,,xsd:anyURI,1,conditional,,,spec/schemas/dpp-2.0.0.schema.json,Schema-defined event id field at lifecycleEvents[].eventId.,The JSON identifier becomes the RDF resource IRI; the complete value also remains in the reversible rdf:JSON snapshot.
dpp.lifecycleEvents[].eventType,2.0.0,lifecycleEvents[].eventType,/dpp:dpp/dpp:lifecycleEvents/dpp:lifecycleEvent/dpp:eventType,s4c:LifecycleEvent,s4c:eventType,,direct,,xsd:string,1,conditional,event-type,,spec/schemas/dpp-2.0.0.schema.json,Schema-defined event type field at lifecycleEvents[].eventType.,Direct ontology-backed semantic mapping; the canonical rdf:JSON snapshot remains only for lossless reversal.
dpp.lifecycleEvents[].eventTime,2.0.0,lifecycleEvents[].eventTime,/dpp:dpp/dpp:lifecycleEvents/dpp:lifecycleEvent/dpp:eventTime,s4c:LifecycleEvent,s4c:eventTime,,direct,,xsd:dateTime,1,conditional,,,spec/schemas/dpp-2.0.0.schema.json,Schema-defined event time field at lifecycleEvents[].eventTime.,Direct ontology-backed semantic mapping; the canonical rdf:JSON snapshot remains only for lossless reversal.
dpp.lifecycleEvents[].eventTimeZoneOffset,2.0.0,lifecycleEvents[].eventTimeZoneOffset,/dpp:dpp/dpp:lifecycleEvents/dpp:lifecycleEvent/dpp:eventTimeZoneOffset,s4c:LifecycleEvent,s4c:eventTimeZoneOffset,,direct,,xsd:string,1,conditional,,,spec/schemas/dpp-2.0.0.schema.json,Schema-defined event time zone offset field at lifecycleEvents[].eventTimeZoneOffset.,
dpp.lifecycleEvents[].recordedAt,2.0.0,lifecycleEvents[].recordedAt,/dpp:dpp/dpp:lifecycleEvents/dpp:lifecycleEvent/dpp:recordedAt,s4c:LifecycleEvent,s4c:recordedAt,,direct,,xsd:dateTime,1,conditional,,,spec/schemas/dpp-2.0.0.schema.json,Schema-defined recorded at field at lifecycleEvents[].recordedAt.,
dpp.lifecycleEvents[].actorOrganisationId,2.0.0,lifecycleEvents[].actorOrganisationId,/dpp:dpp/dpp:lifecycleEvents/dpp:lifecycleEvent/dpp:actorOrganisationId,s4c:LifecycleEvent,s4c:performedBy,,direct,,xsd:anyURI,1,conditional,,,spec/schemas/dpp-2.0.0.schema.json,Schema-defined actor organisation id field at lifecycleEvents[].actorOrganisationId.,
dpp.lifecycleEvents[].sourceSystemId,2.0.0,lifecycleEvents[].sourceSystemId,/dpp:dpp/dpp:lifecycleEvents/dpp:lifecycleEvent/dpp:sourceSystemId,s4c:LifecycleEvent,s4c:recordedBySystem,,direct,,xsd:anyURI,1,conditional,,,spec/schemas/dpp-2.0.0.schema.json,Schema-defined source system id field at lifecycleEvents[].sourceSystemId.,Direct ontology-backed semantic mapping; the canonical rdf:JSON snapshot remains only for lossless reversal.
dpp.lifecycleEvents[].facilityId,2.0.0,lifecycleEvents[].facilityId,/dpp:dpp/dpp:lifecycleEvents/dpp:lifecycleEvent/dpp:facilityId,s4c:LifecycleEvent,s4c:occurredAtFacility,,direct,,xsd:anyURI,0..1,optional,,,spec/schemas/dpp-2.0.0.schema.json,Schema-defined facility id field at lifecycleEvents[].facilityId.,
dpp.lifecycleEvents[].readPointId,2.0.0,lifecycleEvents[].readPointId,/dpp:dpp/dpp:lifecycleEvents/dpp:lifecycleEvent/dpp:readPointId,s4c:LifecycleEvent,s4c:capturedAtReadPoint,,direct,,xsd:anyURI,0..1,optional,,,spec/schemas/dpp-2.0.0.schema.json,Schema-defined read point id field at lifecycleEvents[].readPointId.,
dpp.lifecycleEvents[].bizStep,2.0.0,lifecycleEvents[].bizStep,/dpp:dpp/dpp:lifecycleEvents/dpp:lifecycleEvent/dpp:bizStep,s4c:LifecycleEvent,s4c:businessStep,,direct,,xsd:string,0..1,optional,,,spec/schemas/dpp-2.0.0.schema.json,Schema-defined biz step field at lifecycleEvents[].bizStep.,Direct ontology-backed semantic mapping; the canonical rdf:JSON snapshot remains only for lossless reversal.
dpp.lifecycleEvents[].disposition,2.0.0,lifecycleEvents[].disposition,/dpp:dpp/dpp:lifecycleEvents/dpp:lifecycleEvent/dpp:disposition,s4c:LifecycleEvent,s4c:disposition,,direct,,xsd:string,0..1,optional,,,spec/schemas/dpp-2.0.0.schema.json,Schema-defined disposition field at lifecycleEvents[].disposition.,Direct ontology-backed semantic mapping; the canonical rdf:JSON snapshot remains only for lossless reversal.
dpp.lifecycleEvents[].inputRefs[],2.0.0,lifecycleEvents[].inputRefs[],/dpp:dpp/dpp:lifecycleEvents/dpp:lifecycleEvent/dpp:inputRefs/dpp:inputRef,s4c:LifecycleEvent,s4c:consumesInput,,direct,,xsd:anyURI,0..n,conditional,,,spec/schemas/dpp-2.0.0.schema.json,Schema-defined input refs item field at lifecycleEvents[].inputRefs[].,
dpp.lifecycleEvents[].outputRefs[],2.0.0,lifecycleEvents[].outputRefs[],/dpp:dpp/dpp:lifecycleEvents/dpp:lifecycleEvent/dpp:outputRefs/dpp:outputRef,s4c:LifecycleEvent,s4c:producesOutput,,direct,,xsd:anyURI,0..n,conditional,,,spec/schemas/dpp-2.0.0.schema.json,Schema-defined output refs item field at lifecycleEvents[].outputRefs[].,
dpp.lifecycleEvents[].correctsEventId,2.0.0,lifecycleEvents[].correctsEventId,/dpp:dpp/dpp:lifecycleEvents/dpp:lifecycleEvent/dpp:correctsEventId,s4c:LifecycleEvent,s4c:correctsEvent,,direct,,xsd:anyURI,0..1,optional,,,spec/schemas/dpp-2.0.0.schema.json,Schema-defined corrects event id field at lifecycleEvents[].correctsEventId.,
dpp.lifecycleEvents[].evidenceRef,2.0.0,lifecycleEvents[].evidenceRef,/dpp:dpp/dpp:lifecycleEvents/dpp:lifecycleEvent/dpp:evidenceRef,s4c:LifecycleEvent,s4c:hasEvidenceReference,,direct,,xsd:anyURI,0..1,optional,,,spec/schemas/dpp-2.0.0.schema.json,Schema-defined evidence ref field at lifecycleEvents[].evidenceRef.,Direct ontology-backed semantic mapping; the canonical rdf:JSON snapshot remains only for lossless reversal.
